,PreferredSponsors,Gender,Country,Degree,city,zip,isFromSocialMedia,day,month,year
10212,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,IIjebu Ode,120101,False,2,9,2023
10214,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Lucknow,226016,False,11,3,2023
10215,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,2,11,2022
10216,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Surulere,100011,True,11,6,2023
10217,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Morganville,7751,False,28,1,2023
10218,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Agbara,112102,False,16,6,2023
10220,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Cameroon,Graduate Program Student,Yaounde,237,True,12,8,2023
10221,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,hyderabad,502032,False,23,5,2023
10222,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United Kingdom,Graduate Program Student,cardiff,cf24 3bh,False,12,6,2023
10223,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Graduate Program Student,Samundri,37150,True,15,6,2023
10224,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Darsi,523304,False,28,11,2022
10225,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Saudi Arabia,High School Student,Riyadh,111111,True,25,7,2023
10226,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Graduate Program Student,KURNOOL,518002,False,31,10,2022
10227,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,High School Student,MUMBAI,400067,False,30,11,2022
10228,"[""Saint Louis University""]",Male,India,Undergraduate Student,Hyderabad,500072,False,5,5,2023
10229,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,True,31,8,2023
10232,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Nellore,524346,False,16,5,2023
10233,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Zaria,812103,False,5,9,2022
10234,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,Airoli,400708,False,22,12,2022
10235,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,sonipat,131023,True,17,4,2023
10236,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,3,2,2023
10237,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,High School Student,Hillsborough,8844,True,25,7,2023
10238,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Vietnam,Graduate Program Student,Ho Chi Minh,12345,True,3,8,2023
10239,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Coimbatore,641016,False,3,3,2023
10240,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,1000001,True,7,7,2023
10242,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Hyderabad,500061,True,3,6,2023
10244,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Dharmapuri,636811,True,18,6,2023
10245,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Graduate Program Student,Alexandria,0,False,11,5,2023
10246,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Cicero,60804,False,21,9,2022
10248,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Excelerate""]",Male,India,Not in Education,Hyderabad,500054,False,9,7,2023
10250,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Chennai,600126,False,22,9,2022
10251,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Lagos,100904,True,7,9,2023
10252,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Abak town,900001,False,20,2,2023
10253,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Graduate Program Student,Alexandria,21526,True,16,6,2023
10255,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,Lagos City,100001,True,18,7,2023
10257,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,Accra,233,False,10,8,2023
10258,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Turuvekere,572215,True,17,3,2023
10259,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,China,Not in Education,Suzhou,21513,False,26,10,2022
10260,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Morocco,Graduate Program Student,Tangier,90000,True,30,3,2023
10261,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Pakistan,Graduate Program Student,Bahawalpur,63100,False,26,12,2022
10262,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,St Louis,63146,False,24,8,2023
10263,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Okene,90010,True,11,7,2023
10264,"[""Saint Louis University""]",Male,British Indian Ocean Territory,Graduate Program Student,saint louis,63108,False,14,8,2023
10265,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Ipaja,234101,True,12,3,2023
10267,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Pondicherry,605502,True,7,6,2023
10268,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Italy,Graduate Program Student,Vergato,40038,False,30,10,2022
10269,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Chitral,17620,True,16,6,2023
10270,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,Bagh AJK,12500,True,15,6,2023
10271,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Undergraduate Student,Burbank,60459,False,27,3,2023
10272,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Greece,High School Student,Athens,15127,False,14,11,2022
10274,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Bayelsa,560103,False,24,6,2023
10275,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Garki,900001,False,13,6,2023
10276,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Badvel,516227,True,27,9,2023
10277,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Uganda,Undergraduate Student,Kampala,256,True,18,5,2023
10278,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Bangalore,560099,True,14,6,2023
10282,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Morocco,Undergraduate Student,Marrakech,40000,True,15,5,2023
10285,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Hyderabad,500072,True,24,6,2023
10286,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Kolkata,700152,True,6,6,2023
10288,"[""Illinois Institute of Technology""]",Male,Nigeria,Graduate Program Student,Lagos,100001,False,19,10,2023
10289,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,IT,112101,False,14,6,2023
10290,"[""Saint Louis University""]",Male,United States,Graduate Program Student,saint louis,63108,False,1,9,2023
10292,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Nagercoil,629803,False,8,5,2023
10296,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,Accra,0,True,10,7,2023
10297,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Undergraduate Student,Philadelphia,19104,True,18,5,2023
10298,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,Cairo,11841,True,8,7,2023
10299,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,Saint Louis,63108,False,22,7,2023
10300,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Uganda,Undergraduate Student,Kawempe,256,True,16,6,2023
10302,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Bhagalpur,812001,True,6,8,2023
10303,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Indore,452001,True,12,5,2023
10304,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Lagos,100001,False,23,2,2023
10305,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Vadodara,390019,False,3,9,2022
10306,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,Cairo,11511,False,27,6,2023
10307,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Tampa,33629,True,24,5,2023
10309,"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",Female,India,High School Student,Pune,411006,True,4,9,2023
10310,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,Houston,77034,True,2,5,2023
10311,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Not in Education,Lahore,54000,True,25,10,2023
10312,"[""Illinois Institute of Technology""]",Male,Bangladesh,Undergraduate Student,Dhaka,1207,False,1,8,2023
10313,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,saint louis,63146,True,11,11,2023
10314,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Jalgaon Jamod,443402,False,7,7,2023
10315,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Graduate Program Student,Aswan,81511,True,29,7,2023
10316,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,28,8,2023
10318,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Mumbai,400066,False,4,8,2023
10319,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Zimbabwe,Not in Education,Harare,263,True,28,3,2023
10321,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Hyderabad,501505,True,29,5,2023
10322,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,Accra,GS-0046-8854,True,20,7,2023
10323,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Graduate Program Student,Accra,233302,False,1,6,2023
10324,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Chidambaram,638183,True,16,6,2023
10326,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,Not in Education,Nairobi,100,True,5,8,2023
10327,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,High School Student,Hyderabad,500018,False,22,11,2022
10328,"[""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,23,12,2022
10329,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Madurai,625003,False,16,6,2023
10330,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,Elgin,60124,False,12,6,2023
10332,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,ibadan,200109,True,16,6,2023
10333,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Bhattiprolu,522256,True,14,6,2023
10334,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Karimnagar,505001,True,1,9,2023
10335,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Kanpur,208024,False,6,7,2023
10336,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Canada,Graduate Program Student,Toronto,111,False,21,4,2023
10337,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,Chesterfield,63005,False,10,8,2023
10338,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Burdwan,713103,True,13,6,2023
10339,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Graduate Program Student,Karimnagar,505001,False,17,1,2023
10341,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Gorakhpur,273014,True,4,10,2023
10342,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,lagos,femi12234,False,20,8,2023
10343,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Graduate Program Student,cairo,20,True,21,4,2023
10344,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,Marlboro,7746,True,21,7,2023
10345,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Chennai,600091,True,14,6,2023
10347,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,Oak Forest,60452,True,13,4,2023
10348,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Mirpur,Adeel12,True,15,6,2023
10349,"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",Female,Nigeria,Undergraduate Student,Lagos,101245,False,20,3,2023
10351,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Graduate Program Student,Accra,0,False,7,7,2023
10352,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,Undergraduate Student,Nairobi,100,True,31,5,2023
10353,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Delhi,110014,False,16,6,2023
10354,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,Cairo,11511,False,25,4,2023
10355,"[""Saint Louis University""]",Male,United States,Undergraduate Student,naperville,60565,False,8,6,2023
10356,"[""Illinois Institute of Technology""]",Female,Saudi Arabia,Not in Education,Jubayl,35514,False,13,10,2023
10357,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Enugu,400001,False,5,7,2023
10358,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Maiduguri,660221,True,20,7,2023
10359,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Enugu,400241,False,15,6,2023
10360,"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",Male,Nigeria,Undergraduate Student,Calabar,540001,True,29,5,2023
10361,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Chennai,600107,True,27,3,2023
10362,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,"Korea, Republic of South Korea",Graduate Program Student,Buk ku,61181,False,18,8,2022
10363,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,High School Student,Pune,411038,False,25,8,2022
10364,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Not in Education,Cape Coast,0,False,13,6,2023
10365,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,BENIN,300263,False,4,8,2023
10366,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Legos,23401,True,23,7,2023
10367,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Warrington,18976,False,11,1,2023
10368,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Ketu,100243,True,12,5,2023
10369,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,False,12,11,2022
10370,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,Graduate Program Student,Nairobi,200,False,16,7,2023
10371,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,visakhapatnam,530001,False,23,5,2023
10372,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Indore,453441,True,23,3,2023
10373,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,Ibadan,11011,False,13,6,2023
10376,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Purulia,723101,True,20,6,2023
10377,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Philippines,Undergraduate Student,Cadiz City,6121,True,14,7,2023
10378,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,9,11,2022
10382,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Excelerate""]",Female,India,Graduate Program Student,Hyderabad,500072,False,26,4,2023
10383,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Graduate Program Student,Lahore,54000,False,20,7,2023
10385,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Lagos,100001,False,19,1,2023
10386,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Datia,475661,True,5,8,2023
10387,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Mahabubnagar,509001,False,29,4,2023
10388,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,St louis,63108,True,6,10,2023
10389,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Poland,Graduate Program Student,krakow,30-536,False,24,4,2023
10391,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Vietnam,Undergraduate Student,Quan Ninh Kieu,90000,True,13,6,2023
10392,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Tirupati,517501,True,7,11,2023
10393,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Somalia,Undergraduate Student,kismayo,nLa,True,17,6,2023
10394,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,"Tanzania, United Republic of Tanzania",Graduate Program Student,Dar Es Salaam,38491,False,3,9,2022
10395,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Bauchi,740401,False,17,7,2023
10396,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Canada,Graduate Program Student,Calgary,T2N3Y7,False,18,10,2022
10398,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Tunisia,Undergraduate Student,Teboulba,5080,True,25,4,2023
10399,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Mahbubnagar,509202,False,17,3,2023
10402,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,Graduate Program Student,Hyderabad,500068,False,27,10,2022
10403,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Biswanatc chariali,784176,True,7,7,2023
10404,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Faisalabad,38000,True,9,7,2023
10405,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Graduate Program Student,Faisalabad,2128,True,13,6,2023
10406,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Hyderabad,500072,False,16,6,2023
10407,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,1,11,2022
10408,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderaba,500039,False,6,7,2023
10409,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,Cairo,11511,True,21,3,2023
10411,"[""Saint Louis University""]",Female,United States,Undergraduate Student,Kihei,96753,False,31,7,2023
